Title,Date,Score,Review,Label,Game_Group
the-legend-of-zelda-breath-of-the-wild,2017-03-07,0,"This game runs like trash on both Wii U and Switch. It's 2017 and having a 30fps game is bad enough, but when the frames routinely drop below 20 you have a serious problem. This is all despite the fact that the visuals are already incredibly simplistic and look like they could easily be from a game released in 2006. It's pretty amazing that Nintendo refuses to join up with modern technology.

This game is basically Skyrim-lite. There are very few outfits/armor to collect, leading you to running around a world and visiting shrines fruitlessly. It's fun at first but fatigue and repetition set in quickly once you realize the only reason to continue grinding shrines is to get an upgrade to health or stamina. That's it, there's no skills to level, or other perks. Just those two. Character customization depth goes out the window.

What's worse is Nintendo decided to lock several iconic armor sets behind Amiibo microtransaction paywalls. Even though they are in the game you can't unlock them unless you go out and buy several $10-$30 toys, assuming you can even find them. Companies like Capcom get torn apart for egregious locked-out content like this, yet Nintendo once again gets a free pass, because Zelda apparently.

Your horse Epona and Wolf link are also locked behind Amiibo figures. Good luck getting those without spending money on toys.

These 10/10 reviews are laughable and truly show just how much credibility all these ""journalists"" have. They should be critiquing a game without bias. There's no way this game is close to being perfect, and if it wasn't a Zelda game it would have a MUCH lower score. Journalists  should be reliable for an objective review and critique **** and instead they let their own fandom get in the way of being honest with their readers.

I wonder how many more years Nintendo can survive based on this incredible blind loyalty. Guess we'll have to wait and see.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-08-11,1,"Not my type of game. The building feels very gimmicky. Too cartoonish which is a missed opportunity with today's graphic potential.
Feels very much like Genshin Impact, though does almost every aspect poorly.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-08-12,2,"I like the combat enough, some great music tracks here and there, and the overall atmosphere itself is definitely where the game shines. The exploration is fun but the world feels pretty empty at times, as well as the Switch's limited graphics can make things look a little lacklustre. The story felt pretty barebones, none of the characters were particularly interesting. The dungeons were very disappointing compared to what the Zelda series has put out in the past with the temples and other dungeon-like locations. As someone who plays mostly RPGs the durability system really didn't work for me, felt very arcadey. I get why people like it, but it didn't do enough for me.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2017-12-18,3,"Is this a good game? I guess it is for fans of open world games. Is it a good Zelda game? I don't think so.

I discovered Zelda with Ocarina of Time and played every games on home consoles. I buy Nintendo consoles because of Zelda games. I bought a Switch because of Zelda and skipped the WiiU because of the lack of it.

I was very worried when I learned that BOTW would be an open world games because I I'm not a fan of such games. I liked GTAV and Red Dead Redemption single player campaigns, but I like them because of their story and because of the funny random/not-so-random encounters that made to game feel alive.

You won't find random encounters in BOTW, aside from wandering and tedious ninjas who tries to kill you. Other annoying things are: breakable weapons, lack of the traditional Link's tunic, collectibles-tied slot expansion system (tied to 400+ hidden collectibles), lack of traditional dungeons replaced by soul-less shrines (which are hidden), lack of proper story, empty world, etc.

Honestly, I don't understand how that game got Game of the Year... What is so special about it? It's a glorified and bonified corporate game jam game.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2018-01-24,0,"Honestly as a hardcore Zelda fan who waited 4 years for Breath of the WIld, I was hugely disappointed by this game. I feel the game reaches the average players and not the zelda fans. Here are some things that I didn't like:

Characters: LINK DOESN'T HAVE A SIDEKICK! I mean Zelda speaks to him for the first few seconds but she's not that present. The champions really seem like interesting characters but we only get to see them for a short moment. No other memorable character is present. I play video games to feel less lonely but BoTW made me feel even more lonely.

Music: not good enough I played the game on mute. It didn't give me the zelda feeling I used to get when I heard midna's lament, dragon roost island theme, etc.

Main Story: EXTREMELY short and doesnt make me want to progress. The game is focused on painfully boring sidequests. (after completing 20 shrines, it isnt fun anymore)

Ennemies: same ennemies over and over and over again=annoying

The end of the story isn't fulfilling at all. I had to lay down my controller in shock when I saw the lazy ending.I couldn't believe it.

Weapons: ""Cool, another weapon that'll break in two minutes yay!""

Puzzles and dungeons: the puzzles in the dungeons were nice and innovative but then again it takes 5 minutes to complete every dungeon. the bosses are all the same.

Freedom: there is so many ways to do things that at the end anything works and this is quite dull.

95% of the time spent in the game was assigned to meaningless tasks.

NO OBJECTS!!!!!! Where is my boomerang? Where is my the special object that makes me feel cool? not here.

There is no purpose to this game. You just run around without any goals until you can defeat Ganon (which was not fun).

Riding a horse is aggravating so you have to take the long way(walking). The loading screen takes forever.

Hyrule felt emptier than ever to me. They basically placed a bunch of koroks and shrines everywhere.

I'm ashamed of this expensive game. I will now play ocarina of time until Nintendo comes with a good Zelda game (they haven't since Skyward Sword).

P.S.: I only rated 10/10 so my comment would be on top :p",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2022-01-31,3,"BOTW doesn't really do anything unique, it doesn't look great at the 720p resolution and the world is really empty because it's unnecessarily big.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2021-08-01,0,"97 on Metacritic. ""Universal Acclaim"". I honestly can't believe this, I'm baffled and speechless. This is hands down the most overrated game of the last decade.

BOTW's premise is alluring. A seemingly endless, lush natural environment to explore as you please, with a credible physics model to support your adventures and encourage you to find creative ways to overcome obstacles. What could possibly go wrong?

The first thing you do in this game is climbing on a tall tower, from which you can spot points of interest around you. The next thing you do is getting the paraglider, that allows you to glide towards these points of interest. This is what the game openly encourages you to do. unfortunately this premise is constantly contradicted. You get to a tower you've seen from a distance - possibly after about 30 minutes of wandering and climbing - only to find out you can't swim across the very last puddle of mud before the tower. You make your way to a shrine, only to find out it's surrounded by thorns and you've been travelling all the way there for nothing. In this free roaming game there's far too much you can't do from the beginning, and it's disheartening to find out that in this massive region there's just 2 or 3 places that you can actually go to. There's also situations where you're arbitrarily denied to glide towards certain areas (the lost woods, the divine beasts aiming at hyrule castle) and just taken back to where you first jumped from, very rough game design choice for a 2017 AAA game that ends up getting 97 on metacritic. BOTW is a game that systematically and constantly frustrates the gamer's curiosity and efforts, that regularly tells ""NO"" to the player.

Do you want to pick up the sword? NO, your ridiculously small pockets are full already. Do you want to put a pin on a shrine you've spotted from hyrule castle? NO, you can't. (god knows why). Do you want to drop bananas on the floor, as you're crouching in this dungeon where you're required to crouch and leave bananas on the floor? NO, you have to stand before dropping the bananas, otherwise they'll disappear because hey, it's Zelda and everyone's going to say it's great anyway. Wow.

Combat's, well, useless. There's obviously an issue with weapon's durability - wether you're wielding a tree branch or a royal claymore, you'll soon see a ""your weapon is about to break"" message, that paired with the ""you can't carry any more weapons"" message will - should, at least - make you wonder if nintendo wanted you to have any fun at all playing this game. But combat's also useless because there's no real gain to be had from winning, no rupee drops, just a bunch of ingredients - always the same, over and over again - that you can then use to brew elixirs, which again won't change anything for more than a few minutes.

I could go on but i'll stop here. Aside from a couple well designed shrines and a few potentially exciting moments (based on wild plagiarisms from shadow of the colossus anyway) i didn't have a single minute of fun in the 50 hours i've spent on hyrule. Instead, i was constantly denied entertainment by incredibly dull game design choices, the most awkward controls and menus i've seen in years and ridiculous inventory limitations, that seemed genuinely designed to irritate the player. Well, mission accomplished Nintendo!

Don't give this game a 10 just because everyone else did! Think with your heads - BOTW is a big mess ****!",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-12-06,1,"Столько рекламы, столько шума, конечно же и ожидания были соответствующие, проиграв несколько часов, я думал что засну просто, игра однообразна, скучная. Добавить больше здесь нечего.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2021-04-26,1,"Very disappointing game for me. Empty world, no dungeons, just boringness. Yeah, u feeling free in this open world. But there is no content.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-03-23,0,"This game is overrated as hell, almost as bad as God of War: Ragnarok. People treat it like it was delivered by god himself and that not worshiping it would be a sin. It’s just walking around for hours until you reach the next shrine or divine beast. The game is buggy as hell despite being worked on for over 5 years. The game has little to no replay ability and the amount of things you have to collect to 100% the game is astronomical. It is probably the worst game on the switch, maybe on any Nintendo console ever.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2022-06-27,0,"This is d 3rd worst Zelda ""game""
Yo d weapons always brake d stanima is no good either combats not that good  it's a must not play ""game"" of d Zelda series",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2026-01-10,0,"I could not stand this game. There were some game design choices that added up to where I couldn't play the game anymore.

1. Breakable weapons.
2. Lack of directions.
3. Motion control puzzles.
4. Not having a recipe book, for recipes you have already discovered.
5. Having to change out of metal armour during in-game storm. I finally gave up after that.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2017-11-04,3,"One of the most frustrating experiences I’ve ever had. The game is harder as hell, and eventually get tedious with time. The exploration and combat system is punitive. There are large areas filled with nothing, the villages are few and simple. If you consider difficulty in games, avoid this title.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2017-03-24,2,"An okay game, but suffers a few fatal flaws.

1. The frame-rate in towns drops to 10fps. It's bad enough to be distracting and nauseating.
2. The game is so long you'll be more than bored of it before you manage to finish.
3. A lot of the ""content"" they used to fill out the open world is low quality. Ie: pick up a rock to find a seed guy, DA NA NA NA! There are 900 seed guys. So sick of seed guys.
4. Abilities that used to be granted passively are now tied to equipment, so you must continually swap gear to navigate the world. For example, the Zora armor allows you to swim up waterfalls. Have fun navigating a clunky menu to locate the armor, equip it, swim the waterfall, then swap back to your normal armor at the top of the waterfall.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-09-15,0,worst game of all time bad controls and useless story cant make it through the first level of the game without throwing my tv at the window.I want a refund for this piece of trash,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-06-19,0,trash trash trash trash trash trash trash trash trash trash trash trash trash trash trash trash trash,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-03-24,0,I love this game so much! I would recommend this for everyone. This game is absolutely amazing,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2024-03-03,0,"The beginning of my dislike for the series. I prefer open worlds but the lack of story, game design, annoying bird, champions replacing sages? TOTK kind of tried to reintroduce sages but ultimately failed... I won't be returning to this series if the game after Tears of the Kingdom doesn't fix up",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2018-03-21,2,"Zelda é sempre mais do mesmo: mesma história, mesmo plot, mesmo gráfico, repetição ao extremo. Repetir coisas é a especialidade da Nintendo...",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2018-06-15,0,Awful game! Breath Of The Wild ism about 10 years too late! Just extremely bland and empty for a game of the last decade. Avoid it at all cost,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-01-09,0,"This could honestly be one of the worst games I’ve ever played. This game was probably fun for about 30min then it was all downhill from there. Had to stop playing after about 5-10hrs because it was so painfully bad. I don’t think I’ve ever not finished a game until this one.

This game is literally just a giant sandbox with 0 purpose. You can face the final boss immediately, there is no leveling system, no equipment you get to keep, there is literally 0 reason to kill or do anything in this game. Everything feels completely pointless other than just so you can mess around and kill time. The weapon breaking system where everything breaks after 3 hits has got to be the dumbest **** I’ve ever seen put into a game. Who ever came up with this idea should be shot. There is no leveling system to help you get stronger other than finding shrines for hearts which is more work that it’s worth (which is a theme in this game) so every enemy literally one shots you (again meaning there is 0 reason to even fight anything)

It’s really pretty dumbfounding how bad and flawed this game is. None of these devs should have jobs in the video game industry for approving this dumpster fire. The only idiots who like this game are Zelda fan boys, and Minecraft nerds who just want to frolick around a a sandbox with no real guiding purpose.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-05-14,0,"Nintendo ha dejado claro que se puede perfeccionar aún mas un juego con una buena idea, añadiéndole verticalidad y mucha mas libertad al jugar para desarrollar ideas propias y así poder sumergir al jugar en la experiencia mucho mas, bravo!",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-06-27,0,"This game is complete booty cheeks, boring empty open world, doesn’t even have any dungeons. Just complete hot garbage not deserving of the Zelda name.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2022-04-20,1,Putting myself through all it's filler puzzles dungeons just to get enough hearts to survive and play was a pain. Sometimes the filler puzzle dungeon would have a hammer or item I'd loot from a chest in the dungeons that would be needed to fulfill the puzzle. Often I would not be able to complete the puzzle before the item broke. I saved in the dungeon halfway since I was struggling with the puzzle and when I went to reload I could not loot a new weapon to try again.. I rate this game low for it's filler dungeons and even lower for making trying to save within them screw you over more! I paid full price for a very old game and I really don't like it.,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2017-03-03,0,"I am submitting my third review of this after nearly 14 hours of gameplay, and have decided to change my vote again to a zero, and I will explain.

This game in enthralling to begin, the idea of link in an open world is amazing, but it does get a little bit inconsequential after you get the glider, and outside of purposefully looking for little hidden things (that arent that hidden) I dont really find much of a use in travelling the vast plains or exploring the nooks and crannies of a valley. It's a lot of looting small things of value and killing easy enemies.

I dont want to spoil much else, and there are some slightly new and cool mechanics to be found. These, however, dont touch the other issues.

The FPS drops are massive. And I mean massive.

May be a good game to grab down the road, but unless you're a hardcore zelda fan, this isnt worth the 390 youll spend on the Switch and this game. Sorry folks.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2019-09-08,0,"Le Pire Zelda jamais créer, on s'ennuie très très facilement. Et mon dieu le remplissage quoi...",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2019-07-02,0,Zelda эта игра не показала мне нечего нового - старая графическая оболочка - персонажи не ключевые при разговорах не открывают рта . Лень  было анимировать персонажей в главном тайтле для нитендо - это позор.,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-07-20,0,"graphic:bad
background music:not good
story:soso

on ns: bad

total:bad",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-07-27,0,"This game is AMAZING. Possibly my favorite videogame of all time, I absolutely loved the open world feel and the easter eggs and secrets hidden in the game. 10/10!",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2022-09-06,1,"as a lifelong zelda fan i hated this, first off there only 4 very bland and easy :dungeons"" (shrines don't count) this is just skyrim with zelda characters which if i want to play then ill play skyrim, but if i want to play zelda i want it to be good i really hope botw stops with the sequel in the same way mario galaxy did. the story is nonexstint btw",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-06-26,0,"A new evolving formula for the Legend of Zelda franchise! Does it succeed?

Pros:
+ Visually beautiful.
+ Lots of stuff to do.
+ Combat while simple has its own mechanics.
+ Story seems interesting.

Cons:
- The bosses were a letdown.
- The side quests are not that interesting.
- Weapon durability system, not a fan of it.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2018-02-12,2,"This game used to be fun, but after you've played for around 90 hours, you start to feel bored, and after 130 hours you just cant stand it! The overworld was made just to be big, like in Twilight Princess",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2024-10-31,0,"Don't get me wrong, this game is good, but it's simply not worth, Grab this when it's on sale.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-05-12,1,this game is nice is very beatiful :)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))),-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2025-09-24,0,"cant pet the dog
cant make pizza
cant buy infinite squeaky hammers
cant kill the korock
0/10",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-08-17,0,"es simplemente hermoso el mundo abierto, banda sonora increíble y una sensación de necesitas explorar mas y mas.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2020-12-23,0,The game lacks deepness. The main character is poorly customizable. Action poorly evolved since Ocarina of Time.,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2021-09-20,0,I didn't like this game. It felt like a lazy tech demo. Every dungeon is copy and pasted. Just lacking the charm of older games. Also on my first play through I got arbosas fury and that over powered the rest of the game for me. Just a dumb game.,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2024-07-21,2,"The first line in the Metacritic summary says it all: ""Ignore everything you know about The Legend of Zelda games."". Quite. And ""Breath of the Wild"" is *not* a Legend of Zelda game.

Legend of Zelda games have always centred themselves around a traditional story, an astonishing variety of gameplay (with each new dungeon comes a whole new experience), and a vast roll-call of quirky, sweetly funny NPCs (in a word, *personality*).

None of these are present in Breath of the Wild. It's hard to say which of these failings contributes most heavily to the disaster that is this tedious, stolid lump ****; I rank them all first equal. 

There is *no story* to speak of. No sense of  ""I must do this, because these characters, or these lands as a whole, are depending upon me"". I'll say it again to let it sink in. This is a (nominally) a *Zelda* game with *no story* to speak of. What were they thinking?

There is very little variety in the gameplay. After a couple of hours or so, you've more or less done everything you'll be doing in this game. There are no dungeons (or other locations which present a sustained challenge). There are only a handful of bosses, most of which are variations on the same uninteresting mechanic. You'll spend more than half your time either doing micro-mini ""challenge"" rooms (the tiny self- contained, largely repetitive puzzle rooms which appear to be the game's excuse for there being no dungeons or memorable locations), or taking down enemy camps (which feature a quite astonishingly small roster of enemy types, all dull, all defending nothing in particular). Neither of these activities earn you anything new, except crafting materials. Crafting was mercifully absent from Zelda games until now, and now it is basically the whole game. Collecting stuff for crafting weapons and armour all of which break after a short while - that's the centre of the BotW experience.

And thirdly the game is pretty much devoid of personality (and personalities). Very little of the sweet humour, very little in the way of the weird and wonderful characters of varying species which have always been the much needed counterpoint to the seriousness of the main story. I guess they thought that since there is no serious story to speak of, why bother with the quirky counterpoint to it? There is really  only one village, which for some reason they inserted dozens of practically indistinguishable copies of all over the map. Each minor variant of this ""village"" (it's basically a tent) has as little of interest to do as the last one, and very few of the inhabitants have anything worthwhile to listen to. If you're lucky, there may be a fetch quest attached to this particular tent but no more than a tedious vanilla fetch or set of fetches.

Are there any positives? The world *does* have a rather gorgeous shimmery painted feel to it. In fact, they've managed to out-do the previous Zelda games which sought to do the same (Windwaker, Twilight Princess, Skyward Sword). And the fact that you can travel to any outdoor location you can see (and you can see admirably far) without any loading break is a real improvement over previous Zelda games, but this is nothing special nowadays (we expect this technical feat of every modern RPG).

That's really *it* for the plusses. In summary, what you have is a rather gorgeous overworld, into which a gorgeous Zelda game could have been inserted, had they been bothered. But this really *isn't* that Zelda game. It isn't really a Zelda game, period. The nearest comparison I can think of would be ""Death Stranding""; another game set in a gorgeous overworld, with almost nothing at all interesting to do in that world, and with no feeling or heart to it.

Other people seem to like it. I don't care. I quite genuinely cannot understand what they see in it, and it's quite hard to stomach the notion that anyone giving this game a glowing review is actually a fan of the Zelda series. Nothing that fans of the Zelda series love in those games is on display here.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2024-12-23,2,"My 4th Zelda game & 3rd one I couldn't bare to finish, I just don't get the appeal, even with this one being different & a true open world yada yada, I'd rather just play Genshin Impact than this, lol. Found nothing about this game interesting, Link himself I've never been liked, I tried to give this game a chance & played for several hours & found none of it even a little fun.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2017-04-22,0,Really bad game. Poor story. Many bug and glitches. They shoul work on this game at least one more year and then it would be good I supose. Waste potential.,-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2024-11-02,0,"It's a really amazing game, but to be honest I just never liked this open world style of Zelda. I really wish they could make another Zelda 3D in the future.",-1,Breath of the Wild
the-legend-of-zelda-breath-of-the-wild,2023-07-01,0,"Really overrated to be honest didn't deserve the GOTY
2017 was actually a pretty mediocre year for gaming with just a few exceptions and Zelda just wasn't good enough for me and I'm honestly surprised from how much praise it gets and people just don't accept some of it's flaws",-1,Breath of the Wild
